,amount,amount,amount
CUST03225,255649.61000000002,1381.889783783784,185
CUST03418,298267.2,1343.545945945946,222
CUST04961,325391.88,1479.054,220
CUST01622,338947.29000000004,1561.969078341014,217
CUST07801,257512.83,1377.0739572192513,187
CUST00869,268907.15,1244.9405092592594,216
CUST08224,274171.98,1420.5802072538859,193
CUST00649,295097.46,1385.4340845070424,213
CUST08485,280674.89,1336.5470952380954,210
CUST05053,286224.73,1445.5794444444443,198
CUST07291,287695.98,1267.3831718061674,227
CUST08676,315916.1,1518.8274038461536,208
CUST07651,253386.21,1340.6677777777777,189
CUST07234,276920.61,1344.2748058252425,206
CUST00208,280893.56,1324.9696226415094,212
CUST06491,232375.41999999998,1298.1867039106144,179
CUST00633,297345.01,1363.9679357798166,218
CUST01021,283274.74,1531.2148108108108,185
CUST06246,309022.64,1326.277424892704,233
CUST05911,311841.2,1315.7856540084388,237
CUST09199,290466.33,1459.6297989949749,199
CUST00737,282491.65,1518.772311827957,186
CUST08759,310725.16,1486.7232535885166,209
CUST00820,333686.0,1483.048888888889,225
CUST00040,254468.34,1298.307857142857,196
CUST04523,278852.83,1394.26415,200
CUST01312,248036.44,1370.3670718232045,181
CUST03932,297076.11,1449.151756097561,205
CUST04766,301132.15,1338.3651111111112,225
CUST05919,296334.41000000003,1452.6196568627452,204
CUST03844,284116.53,1427.7212562814072,199
CUST08346,268599.16000000003,1370.4038775510205,196
CUST05085,305483.8,1454.684761904762,210
CUST01478,246180.13,1309.4687765957447,188
CUST08025,255495.93,1290.3834848484848,198
CUST01552,257044.76,1367.2593617021278,188
CUST01615,235197.67,1367.4283139534884,172
CUST07407,277656.57,1374.5374752475248,202
CUST07688,264805.15,1471.1397222222224,180
CUST07053,275029.88,1375.1494,200
CUST06665,257893.35,1276.6997524752476,202
CUST03729,300107.86,1435.9227751196172,209
CUST06066,292815.85,1501.6197435897434,195
CUST09262,260978.73,1304.89365,200
CUST09518,272638.61,1419.9927604166667,192
CUST09169,264102.05,1340.619543147208,197
CUST02884,302896.08,1506.945671641791,201
CUST07254,297316.79,1450.3258048780488,205
CUST08906,305043.59,1418.8073953488374,215
CUST03149,274206.6,1350.7714285714285,203
CUST00579,243051.51,1246.4180000000001,195
CUST07949,269704.04,1302.9180676328501,207
CUST00623,275279.02,1426.316165803109,193
CUST00128,296286.74,1391.017558685446,213
CUST05685,274132.38,1384.5069696969697,198
CUST03919,294931.27,1334.530633484163,221
CUST03921,329680.59,1485.0477027027027,222
CUST00571,261960.55,1514.2228323699421,173
CUST09310,263771.11,1325.4829648241205,199
CUST02204,279252.7,1382.439108910891,202
CUST01695,278692.9,1407.539898989899,198
CUST09731,275428.76,1263.4346788990827,218
CUST04442,285152.5,1411.6460396039604,202
CUST04314,280975.49,1419.0681313131313,198
CUST06036,296832.07,1440.9323786407767,206
CUST02603,267949.44,1326.4823762376238,202
CUST06076,283262.25,1437.8794416243654,197
CUST04918,239301.6,1300.5521739130436,184
CUST00830,273693.64,1297.1262559241707,211
CUST08924,226434.75,1264.9986033519554,179
CUST09532,286012.0,1361.9619047619049,210
CUST07935,296391.22,1519.9549743589741,195
CUST02579,270601.18,1380.6182653061223,196
CUST08477,263687.34,1387.828105263158,190
CUST06568,303390.82,1444.7181904761906,210
CUST04862,231106.8,1313.1068181818182,176
CUST00841,273100.5,1338.7279411764705,204
CUST04627,271121.3,1355.6064999999999,200
CUST03904,247755.31,1251.2894444444444,198
CUST05996,309629.02,1388.470941704036,223
CUST06449,257218.61,1390.3708648648649,185
CUST06722,268215.56,1419.129947089947,189
CUST04811,274967.12,1354.5178325123152,203
CUST03442,312532.69,1446.9106018518519,216
CUST06321,258609.15,1273.9366995073892,203
CUST04129,318958.73,1374.8221120689655,232
CUST00974,265269.39,1441.6814673913045,184
CUST02959,280554.14,1438.7391794871796,195
CUST05817,259877.98,1261.5435922330098,206
CUST06212,270582.51,1346.1816417910447,201
CUST05627,296980.55,1470.2007425742574,202
CUST08219,302818.84,1370.2209954751133,221
CUST08499,220149.91,1310.416130952381,168
CUST05492,236678.44,1408.800238095238,168
CUST06052,302518.04000000004,1433.734786729858,211
CUST06643,285589.76,1328.324465116279,215
CUST01343,291331.5,1380.718009478673,211
CUST03726,248645.74,1373.7333701657458,181
CUST09696,285898.39,1579.5491160220995,181
CUST06619,303524.79,1510.0735820895522,201
CUST06142,249050.66,1399.1610112359551,178
CUST04174,284988.58,1344.2857547169813,212
CUST06227,317902.69,1412.9008444444444,225
CUST06777,307226.42,1396.4837272727273,220
CUST00683,241610.04,1396.5898265895955,173
CUST04699,297343.56,1395.9791549295774,213
CUST03743,299234.19,1404.855352112676,213
CUST03800,304798.18,1385.4462727272728,220
CUST03272,264335.43,1207.0110958904108,219
CUST07909,292540.37,1329.7289545454546,220
CUST00767,321808.96,1417.6606167400882,227
CUST08258,304184.5,1469.4903381642512,207
CUST02141,307991.83,1487.883236714976,207
CUST06780,282450.13,1398.2679702970297,202
CUST01762,324183.89,1409.4951739130436,230
CUST01911,282576.84,1365.1055072463769,207
CUST02551,283394.29,1369.0545410628017,207
CUST00517,270240.07,1452.9036021505376,186
CUST09052,264638.25,1357.1192307692309,195
CUST05917,316310.71,1405.825377777778,225
CUST05241,262140.29,1365.3140104166666,192
CUST02136,339712.39,1457.9930901287555,233
CUST02372,339128.82,1507.2392,225
CUST03456,288563.39,1428.5316336633664,202
CUST06617,301307.14,1282.1580425531915,235
CUST05665,295395.5,1420.170673076923,208
CUST07735,255940.03,1390.9784239130436,184
CUST09252,239868.03,1378.5518965517242,174
CUST05458,303229.26,1301.4131330472103,233
CUST08179,237651.9,1335.123033707865,178
CUST05760,327228.35,1529.1044392523363,214
CUST00879,303331.35,1563.5636597938144,194
CUST06917,272724.34,1298.6873333333335,210
CUST00703,287968.33,1351.9639906103287,213
CUST03689,309480.62,1311.358559322034,236
CUST04172,272651.44,1398.2125128205128,195
CUST09812,319431.02,1419.6934222222224,225
CUST03834,281301.35,1450.0069587628864,194
CUST07168,292470.48,1406.1080769230769,208
CUST09261,267092.55,1342.1736180904522,199
CUST07786,282649.99,1333.2546698113208,212
CUST09018,267298.72000000003,1476.788508287293,181
CUST00243,252736.79,1344.3446276595746,188
CUST07241,288468.66000000003,1386.8685576923078,208
CUST00447,291975.35,1397.0112440191388,209
CUST07155,266068.02,1273.0527272727275,209
CUST00422,330147.31,1460.8288053097344,226
CUST07757,273586.72,1432.3912041884814,191
CUST02950,274150.24,1350.4937931034483,203
CUST01203,285639.79000000004,1535.697795698925,186
CUST02563,243874.91,1270.1818229166668,192
CUST07383,284476.82,1444.044771573604,197
CUST01287,249746.51,1387.480611111111,180
CUST09744,286974.7,1449.3671717171717,198
CUST01672,306533.59,1315.594806866953,233
CUST06958,234932.35,1297.9687845303868,181
CUST08581,235610.26,1316.25843575419,179
CUST05086,258460.35,1382.1409090909092,187
CUST06977,266233.38,1344.6130303030304,198
CUST04583,278203.3,1343.9772946859903,207
CUST03756,310222.46,1470.248625592417,211
CUST03392,259323.99,1343.6476165803108,193
CUST09658,252879.44,1404.8857777777778,180
CUST09736,303005.34,1463.7939130434784,207
CUST08697,282803.64,1359.6328846153847,208
CUST09803,279423.42,1270.1064545454544,220
CUST01015,286661.98,1274.0532444444443,225
CUST07604,341178.69,1398.2733196721313,244
CUST06374,303096.05,1493.0839901477832,203
CUST07660,290935.82,1412.3098058252428,206
CUST00672,316257.98,1464.1573148148148,216
CUST04603,247937.31,1354.8486885245902,183
CUST09280,289525.19,1346.6287906976745,215
CUST07824,266228.19,1446.8923369565218,184
CUST08058,316927.72000000003,1414.855892857143,224
CUST00581,282794.2,1256.8631111111113,225
CUST06289,284886.81,1376.2647826086957,207
CUST00678,281920.7,1336.1170616113745,211
CUST00250,270174.06,1350.8703,200
CUST06386,303777.44,1439.7035071090047,211
CUST09210,326969.88,1499.8618348623854,218
CUST09579,244402.19,1380.8033333333333,177
CUST01642,283618.02,1425.2161809045226,199
CUST00315,246973.57,1247.3412626262627,198
CUST00274,281298.46,1326.879528301887,212
CUST00895,258473.27,1397.1528108108107,185
CUST05130,269516.48,1347.5824,200
CUST06940,290475.14,1403.2615458937198,207
CUST07331,305768.56,1402.6080733944955,218
CUST05631,294746.38,1383.7858215962442,213
CUST02524,298567.04,1428.5504306220096,209
CUST08992,271528.63,1459.8313440860215,186
CUST07189,281677.68,1415.4657286432162,199
CUST02562,258832.4,1327.345641025641,195
CUST06233,290290.42,1444.2309452736317,201
CUST06894,262071.12,1284.6623529411766,204
CUST09583,273474.35,1347.1642857142856,203
CUST05205,251709.08,1297.4694845360825,194
CUST00966,311422.95,1435.1288018433181,217
CUST07085,328593.04,1466.9332142857143,224
CUST01165,281922.06,1483.8003157894736,190
CUST08735,266079.4,1330.3970000000002,200
CUST01944,258626.22,1293.1311,200
CUST00298,339850.35,1610.665165876777,211
CUST00734,235098.39,1298.8861325966852,181
CUST06333,282630.5,1413.1525,200
CUST01347,258310.5,1373.9920212765958,188
CUST06565,276414.49,1354.9729901960784,204
CUST04427,305690.9,1448.772037914692,211
CUST02059,267434.24,1337.1712,200
CUST04051,318827.85,1489.84976635514,214
CUST01307,278124.43,1337.1366826923077,208
CUST09243,262297.49,1345.1153333333332,195
CUST05442,244516.12,1336.1536612021857,183
CUST07121,283584.81,1318.9991162790698,215
CUST05662,275529.22000000003,1312.043904761905,210
CUST05949,259877.7,1404.7443243243245,185
CUST08596,279237.94,1493.2510160427807,187
CUST00330,238384.08000000002,1228.7839175257732,194
CUST05580,275420.18,1377.1009,200
CUST07556,258180.65,1388.0680107526882,186
CUST04248,283598.69,1350.4699523809525,210
CUST01446,283068.11,1408.299054726368,201
CUST06429,263173.41,1356.5639690721648,194
CUST03011,286980.43,1393.1088834951456,206
CUST09909,274738.15,1295.9346698113209,212
CUST07544,283524.16,1540.8921739130433,184
CUST03833,308737.26,1449.4707042253522,213
CUST02526,274383.32,1338.455219512195,205
CUST06468,281768.5,1423.0732323232323,198
CUST08137,283646.16000000003,1301.1291743119268,218
CUST04136,312462.61,1509.4812077294685,207
CUST01859,303223.54,1353.6765178571427,224
CUST04937,292406.05,1392.4097619047618,210
CUST07613,246050.82,1398.0160227272727,176
CUST03906,276949.57,1449.9977486910996,191
CUST05670,280619.2,1484.757671957672,189
CUST03206,293581.56,1404.6964593301436,209
CUST02777,301080.05,1512.9650753768844,199
CUST06335,255740.05,1360.319414893617,188
CUST01068,285148.66,1351.4154502369668,211
CUST03526,228376.33000000002,1254.815,182
CUST07652,267179.51,1342.6106030150754,199
CUST00344,259103.28,1302.0265326633166,199
CUST06143,295509.16000000003,1539.1102083333335,192
CUST01298,281354.4,1512.6580645161291,186
CUST09326,274930.78,1381.5617085427136,199
CUST03568,247800.7,1466.2763313609469,169
CUST03783,309886.68,1519.0523529411764,204
CUST05013,248096.33000000002,1298.933664921466,191
CUST03307,239539.42,1417.3930177514794,169
CUST00659,322791.71,1501.3567906976746,215
CUST02290,257581.89,1320.9327692307693,195
CUST07941,291639.95,1602.4173076923078,182
CUST00670,281434.94,1372.8533658536585,205
CUST09148,275697.48,1364.83900990099,202
CUST04444,278985.9,1354.3004854368933,206
CUST06278,284443.02999999997,1451.2399489795916,196
CUST07693,291711.64,1429.9590196078432,204
CUST00607,259473.79,1402.561027027027,185
CUST09708,309171.67000000004,1438.0077674418606,215
CUST08142,277971.57,1411.0231979695432,197
CUST01620,289001.05,1437.8161691542289,201
CUST08334,296155.4,1495.7343434343436,198
CUST02219,271263.47,1342.8884653465345,202
CUST00631,271733.54,1325.529463414634,205
CUST02408,240746.04,1273.7885714285715,189
CUST09191,298252.8,1433.9076923076923,208
CUST06839,273208.09,1386.8430964467007,197
CUST03316,254936.7,1307.3676923076923,195
CUST00653,289538.45,1378.7545238095238,210
CUST09073,274614.55,1352.7810344827585,203
CUST05961,274836.66000000003,1296.3993396226417,212
CUST08336,250839.83000000002,1254.1991500000001,200
CUST08127,277204.67,1428.8900515463918,194
CUST05380,316432.88,1458.2160368663594,217
CUST01781,258502.75,1353.4175392670156,191
CUST00556,259848.04,1292.7763184079602,201
CUST02023,267518.18,1337.5909,200
CUST09628,285033.76,1461.7115897435897,195
CUST02293,237987.31,1408.2089349112425,169
CUST06263,319683.14,1536.9381730769232,208
CUST00359,300580.59,1445.0989903846155,208
CUST05943,268937.16000000003,1351.4430150753772,199
CUST03671,249791.56,1335.783743315508,187
CUST07595,330152.86,1507.547305936073,219
CUST02979,281433.41,1340.159095238095,210
CUST02338,297777.6,1431.6230769230767,208
CUST06807,263814.52,1299.5789162561578,203
CUST00902,284934.77,1453.7488265306124,196
CUST09624,275916.44,1541.432625698324,179
CUST09043,280651.69,1477.1141578947368,190
CUST08209,309477.33,1480.7527751196174,209
CUST04353,262270.59,1425.383641304348,184
CUST08824,306157.87,1385.3297285067872,221
CUST04199,239097.94,1382.0690173410405,173
CUST02486,238749.26,1326.3847777777778,180
CUST05080,292939.29,1356.2004166666666,216
CUST00072,280200.13,1291.2448387096774,217
CUST08046,278510.24,1319.9537440758293,211
CUST05953,274010.95,1383.893686868687,198
CUST05551,285193.08,1541.5842162162162,185
CUST05179,243278.15,1287.1859788359789,189
CUST00155,267921.17,1388.192590673575,193
CUST03188,301000.28,1490.100396039604,202
CUST03387,239730.74,1248.5976041666665,192
CUST04807,285039.76,1383.688155339806,206
CUST09436,309878.98,1434.6249074074074,216
CUST08074,283628.27,1331.5881220657277,213
CUST01153,299681.02,1393.8652093023256,215
CUST07207,275293.29,1298.553254716981,212
CUST08196,298928.39,1444.098502415459,207
CUST05129,297581.57,1451.6174146341464,205
CUST05029,289672.94,1441.158905472637,201
CUST07766,277360.54,1386.8027,200
CUST03330,276537.38,1382.6869,200
CUST05589,292740.93,1394.0044285714284,210
CUST07753,278920.67,1373.993448275862,203
CUST05883,270279.87,1324.9013235294117,204
CUST05274,248074.63,1409.5149431818181,176
CUST01121,277817.63,1432.0496391752577,194
CUST06172,272502.24,1273.374953271028,214
CUST01986,234836.92,1283.2618579234972,183
CUST04877,297765.94,1459.6369607843137,204
CUST08406,300380.39,1509.4491959798995,199
CUST01989,252914.65,1359.7561827956988,186
CUST01371,270820.6,1538.753409090909,176
CUST07027,300042.12,1470.794705882353,204
CUST06274,303006.31,1442.8871904761904,210
CUST07974,265399.67,1382.2899479166665,192
CUST00793,263296.77999999997,1454.6783425414362,181
CUST06768,299194.84,1411.2964150943396,212
CUST06009,306989.42,1401.7781735159817,219
CUST03344,280808.25,1318.3485915492959,213
CUST01601,321072.11,1558.6024757281552,206
CUST09720,311110.02999999997,1340.9915086206895,232
CUST05302,262749.47,1361.39621761658,193
CUST00139,281988.08,1402.9257711442788,201
CUST06295,237351.16999999998,1255.8262962962963,189
CUST05406,246261.63,1195.4448058252428,206
CUST09533,268739.24,1273.6456872037913,211
CUST08438,283721.88,1238.960174672489,229
CUST04870,292841.69,1355.748564814815,216
CUST07960,281222.6,1392.1910891089108,202
CUST01842,281422.72000000003,1513.0253763440862,186
CUST07154,238119.37,1184.6734825870647,201
CUST05896,283322.43,1430.9213636363636,198
CUST03039,271169.96,1267.1493457943927,214
CUST00098,274372.4,1306.5352380952381,210
CUST03021,266920.39,1499.5527528089888,178
CUST05932,313543.4,1544.5487684729064,203
CUST02089,283707.08,1411.4780099502489,201
CUST04431,268131.78,1340.6589000000001,200
CUST01457,292342.91000000003,1398.7699043062203,209
CUST04938,282858.89,1373.1014077669904,206
CUST06473,291946.22,1561.2097326203207,187
CUST07567,254732.25,1207.2618483412323,211
CUST09007,290352.64,1389.247081339713,209
CUST03717,280225.75,1401.12875,200
CUST05505,255813.13,1260.1632019704434,203
CUST03683,270875.18,1368.0564646464645,198
CUST05958,285304.32,1398.550588235294,204
CUST03879,273984.17,1274.344976744186,215
CUST03761,288026.92,1339.6600930232557,215
CUST04421,285261.1,1339.2539906103286,213
CUST03806,276687.56,1418.9105641025642,195
CUST01427,320131.34,1448.5580995475113,221
CUST04102,246643.82,1185.7875961538462,208
CUST02403,278682.07,1490.278449197861,187
CUST01417,285793.57,1374.007548076923,208
CUST09288,301742.23,1306.2434199134198,231
CUST06472,291012.9,1469.7621212121214,198
CUST00218,327969.38,1378.0226050420167,238
CUST01809,320735.31,1444.7536486486486,222
CUST01914,303305.44,1444.3116190476192,210
CUST04472,298298.42,1441.0551690821255,207
CUST09254,310216.04,1535.7229702970296,202
CUST05447,348468.94,1476.5633050847457,236
CUST03601,278189.63,1426.6134871794873,195
CUST02289,311476.4,1512.021359223301,206
CUST01040,301696.0,1486.1871921182267,203
CUST03790,295466.66000000003,1400.3159241706162,211
CUST00736,253850.69,1301.7984102564103,195
CUST01860,272161.48,1308.4686538461538,208
CUST08039,320141.8,1510.1028301886793,212
CUST00932,297916.5,1372.8870967741937,217
CUST03285,332958.23,1506.5983257918551,221
CUST01072,248895.58,1464.0916470588234,170
CUST08904,303235.57,1443.9789047619047,210
CUST05823,274779.24,1409.1243076923076,195
CUST00776,287863.08,1418.0447290640395,203
CUST02875,231196.56,1242.9922580645161,186
CUST07696,266834.68,1397.0402094240837,191
CUST01701,292522.74,1500.1166153846154,195
CUST09119,277157.07,1414.0666836734695,196
CUST09639,255471.33,1388.4311413043476,184
CUST07113,297441.82,1533.205257731959,194
CUST03686,318009.43,1445.497409090909,220
CUST08831,257317.68,1398.465652173913,184
CUST06642,291370.57,1374.3894811320756,212
CUST06726,287612.07,1301.4120814479638,221
CUST02061,271686.44,1386.155306122449,196
CUST02568,288244.95,1359.6459905660379,212
CUST03376,312813.4,1360.0582608695654,230
CUST01137,264085.27,1347.3738265306124,196
CUST05238,272436.38,1496.903186813187,182
CUST02588,264739.69,1317.1128855721392,201
CUST05988,285808.6,1553.307608695652,184
CUST02084,277908.72,1355.6522926829266,205
